SMILES,pIC50,mol,num_atoms,logP,Molecular_Weight,Num_Bonds,TPSA,NumHDoner,NumHAcceptor
O=S(=O)(Nc1cccc(-c2cnc3ccccc3n2)c1)c1cccs1,4.26,<rdkit.Chem.rdchem.Mol object at 0x7f59df45bc30>,25,4.159100000000002,367.4550000000001,28,71.95,1,5
O=c1cc(-c2nc(-c3ccc(-c4cn(CCP(=O)(O)O)nn4)cc3)[nH]c2-c2ccc(F)cc2)cc[nH]1,4.34,<rdkit.Chem.rdchem.Mol object at 0x7f59a320c9e0>,36,3.6743000000000015,506.434,40,149.78,4,5
NC(=O)c1ccc2c(c1)nc(C1CCC(O)CC1)n2CCCO,4.53,<rdkit.Chem.rdchem.Mol object at 0x7f59a320cac0>,23,1.5361,317.38900000000007,25,101.37000000000002,3,4
NCCCn1c(C2CCNCC2)nc2cc(C(N)=O)ccc21,4.56,<rdkit.Chem.rdchem.Mol object at 0x7f59a320cba0>,22,0.9509999999999998,301.394,24,98.96000000000001,3,4
CNC(=S)Nc1cccc(-c2cnc3ccccc3n2)c1,4.59,<rdkit.Chem.rdchem.Mol object at 0x7f59a320c7b0>,21,3.213000000000001,294.38300000000004,23,49.84,2,3
O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)C1CC1,4.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ca50>,22,3.6453000000000015,289.3380000000001,25,54.88,1,3
O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1ccco1,4.61,<rdkit.Chem.rdchem.Mol object at 0x7f59a320c740>,24,4.142100000000002,315.33200000000005,27,68.02000000000001,1,4
COc1cc(Nc2nccc(-c3ccc(Cl)cc3)n2)cc(OC)c1OC,4.67,<rdkit.Chem.rdchem.Mol object at 0x7f59a320cc10>,26,4.566400000000004,371.8240000000002,28,65.5,1,6
CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,4.68,<rdkit.Chem.rdchem.Mol object at 0x7f59a320cc80>,33,3.323500000000002,461.48200000000014,38,90.44,0,7
COc1ccc2c(c1)C(=O)N(c1nc(C(=O)Nc3cnccc3N3CCNCC3)cs1)C2,4.68,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ccf0>,32,2.369,450.5240000000002,36,99.69,2,8
NCCCn1c(-c2ccccc2)nc2cc(C(N)=O)ccc21,4.69,<rdkit.Chem.rdchem.Mol object at 0x7f59a320cd60>,22,2.151,294.358,24,86.93,2,3
CS(=O)(=O)Nc1cccc(-c2cnc3ccccc3n2)c1,4.73,<rdkit.Chem.rdchem.Mol object at 0x7f59a320cdd0>,21,2.6683000000000003,299.3550000000001,23,71.95,1,4
NCCCn1c(C2CCC(O)CC2)nc2cc(C(N)=O)ccc21,4.73,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ce40>,23,1.5024999999999993,316.40500000000003,25,107.16,3,4
N#CCC(=O)Nc1cccc(-c2cnc3ccccc3n2)c1,4.74,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ceb0>,22,3.1489800000000017,288.31,24,78.67,1,4
O=C(CN1CCN(c2ccccc2)CC1)Nc1cccc(-c2cnc3ccccc3n2)c1,4.75,<rdkit.Chem.rdchem.Mol object at 0x7f59a320cf20>,32,4.057500000000003,423.52000000000015,36,61.36000000000001,1,5
NS(=O)(=O)OCCn1cnc2c(Nc3ccc(F)cc3)nc(NCc3ccc(C4CCCCC4)cc3)nc21,4.78,<rdkit.Chem.rdchem.Mol object at 0x7f59a320cf90>,38,4.588900000000004,539.6370000000003,42,137.05,3,8
CN1CCC(CNc2c(Cl)c[nH]c3nc(-c4cccc(F)c4)nc2-3)CC1,4.79,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d000>,26,4.122700000000002,373.86300000000017,29,56.84,2,4
COc1cccc(-c2nc3[nH]cc(Cl)c(NCC4CCN(C)CC4)c-3n2)c1,4.79,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d070>,27,3.992200000000002,385.8990000000002,30,66.07,2,5
O=C1NN(c2ccccc2)C(=O)C1=Cc1cc(Cl)ccc1OCc1ccccc1,4.82,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d0e0>,29,4.3804000000000025,404.8530000000001,32,58.64,1,3
COc1ccc(-c2nc3[nH]cc(Cl)c(NC4CCN(C)CC4)c-3n2)cc1,4.83,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d150>,26,3.744600000000003,371.8720000000002,29,66.07,2,5
C#Cc1ccc(-c2nc(-c3cc[nH]c(=O)c3)c(-c3ccc(F)cc3)[nH]2)cc1,4.84,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d1c0>,27,4.219400000000002,355.372,30,61.54,2,2
COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCNC4)c-3n2)cc1,4.86,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d230>,25,3.259900000000001,357.84500000000014,28,74.86,3,5
NCCn1c(-c2ccncc2)nc2cc(C(N)=O)ccc21,4.87,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d2a0>,21,1.1558999999999993,281.319,23,99.82,2,4
COc1ccc(F)c(-c2nc3[nH]cc(Cl)c(NCC4CCNCC4)c-3n2)c1,4.88,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d310>,27,3.789100000000002,389.86200000000025,30,74.86,3,5
NC(=O)c1cnc(NC2CCC(N)CC2)c2nc(-c3ccc(Cl)cc3)cn12,4.89,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d380>,27,2.830400000000001,384.87100000000004,30,111.33,3,5
CCCCN(C)c1ncc(NS(=O)(=O)c2ccccc2C)cc1C(=O)O,4.91,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d3f0>,26,3.125320000000001,377.4660000000001,27,99.60000000000001,2,5
CC(O)Cn1c(C2CCC(O)CC2)nc2cc(C(N)=O)ccc21,4.92,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d460>,23,1.5345,317.38900000000007,25,101.37,3,4
COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCNCC4)c-3n2)c(F)c1,4.93,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d4d0>,27,3.789100000000002,389.8620000000002,30,74.86,3,5
FC(F)(F)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,4.94,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d540>,22,4.436600000000002,308.3070000000002,25,46.5,1,2
O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(OCCNc2ccnc(F)c2)c1,4.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d5b0>,31,3.191200000000001,418.42800000000017,34,92.35000000000001,3,6
O=C1Nc2ccc3c(oc4ccccc43)c2C1=NNc1ccncc1,4.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d620>,25,3.7493000000000007,328.331,29,79.52,2,5
O=C1c2oc(-c3ccc(Cl)cc3)cc2Cc2cc(N3CCNCC3)ccc2N1Cc1ccccc1-c1cccnc1,4.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d690>,41,6.822800000000006,561.0850000000003,47,61.61000000000001,1,5
COc1ccc(-c2nc3[nH]cc(C(N)=O)c(NCC4CCN(C)CC4)c-3n2)cc1,4.99,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d700>,29,2.4377000000000004,394.4790000000002,32,109.16,3,6
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OC2CN(c3ccnc(F)c3)C2)c1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d770>,35,3.449200000000001,469.4760000000002,40,99.35,3,6
COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCN(C)CC4)c-3n2)cc1OC,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d7e0>,29,4.000800000000003,415.9250000000003,32,75.3,2,6
COc1ccc(-c2nc3[nH]cc(Cl)c(OCC4CCNCC4)c-3n2)cc1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d850>,26,3.616900000000002,372.85600000000017,29,72.06,2,5
C=Cc1nc(NC(=O)Nc2ccc(N3CCNCC3)cc2)nn1C(=C)c1ccc(S(C)(=O)=O)cc1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d8c0>,35,2.8972000000000016,493.59300000000025,38,121.25,3,7
COc1ccccc1Nc1nc2c(-c3ccc(C(F)(F)F)cc3)cccn2n1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d930>,28,5.167300000000003,384.361,31,51.45,1,4
COc1ccccc1Nc1nc2c(-c3ccccc3)cccn2n1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d9a0>,24,4.148500000000003,316.36400000000003,27,51.45,1,4
CNC(=O)c1cccc(-c2cccn3nc(Nc4ccccc4OC)nc23)c1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320da10>,28,3.5081000000000016,373.4160000000001,31,80.55000000000001,2,5
CNC(=O)c1ccc(-c2cccn3nc(Nc4ccccc4OC)nc23)cc1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320da80>,28,3.5081000000000016,373.4160000000001,31,80.55000000000001,2,5
CS(=O)(=O)c1ccc(-c2ccc3nc(Nc4ccc(N5CCOCC5)cc4)nn3c2)cc1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320daf0>,32,3.3800000000000017,449.5360000000003,36,88.83,1,7
CS(=O)(=O)c1ccccc1Nc1nc2c(Nc3ccccc3S(C)(=O)=O)cccn2n1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320db60>,31,3.023500000000001,457.53700000000015,34,122.52999999999999,2,8
c1ccc(-c2cccc3nc(Nc4ccc(OCCN5CCCC5)cc4)nn23)cc1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320dbd0>,30,4.614500000000003,399.49800000000016,34,54.69000000000001,1,5
CN1CCN(c2nc3c(NCc4cccc([N+](=O)[O-])c4)cccn3n2)CC1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320dc40>,27,2.0013999999999994,367.4130000000001,30,91.83999999999999,1,7
O=[N+]([O-])c1cccc(CNc2cccn3nc(N4CCOCC4)nc23)c1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320dcb0>,26,2.0862,354.3700000000002,29,97.83,1,7
NC1CCN(c2nc3c(NCc4cccnc4)cccn3n2)CC1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320dd20>,24,1.663899999999999,323.4040000000001,27,84.36999999999999,2,6
c1cncc(CNc2cccn3nc(NCCN4CCOCC4)nc23)c1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320dd90>,26,1.4804999999999997,353.4300000000002,29,79.61,2,7
CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(C(F)(F)F)cn4n3)c2)CC1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320de00>,37,4.314000000000004,530.576,41,82.83999999999999,1,7
CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(C(F)(F)F)cn4n3)cc2)CC1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320de70>,37,4.314000000000003,530.576,41,82.83999999999999,1,7
c1ccc2c(c1)CCCN2c1nc2cccc(N3CCCc4ccccc43)n2n1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320dee0>,29,4.897900000000004,381.4830000000001,34,36.67,0,4
COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCNCC4)nn12,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320df50>,30,3.9745000000000017,399.4980000000002,34,63.480000000000004,2,5
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3cccc(C4CCN(C(=O)OC(C)(C)C)CC4)c3)nc12,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320dfc0>,41,7.281800000000007,567.6120000000002,45,80.99000000000001,1,6
CC(=O)Nc1ccc(Sc2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)cc1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e030>,40,6.697000000000005,558.7080000000004,44,100.86000000000001,2,7
COc1ccc(CNc2cccn3nc(Nc4cccc(N5CCN(C)CC5)c4)nc23)cc1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e0a0>,33,3.8454000000000015,443.5550000000003,37,69.96000000000001,2,7
COc1cccc(CNc2cccn3nc(Nc4ccc(OC)nc4)nc23)c1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e110>,28,3.497200000000001,376.42000000000013,31,85.60000000000001,2,7
CS(=O)(=O)c1ccc(-c2cccn3nc(NCCc4ccccn4)nc23)cc1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e180>,28,2.849400000000001,393.47200000000015,31,89.25,1,6
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1ccc(OCCNc2ccnc(F)c2)cc1,5.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e1f0>,34,3.672500000000001,457.4650000000002,38,108.14,4,6
COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCN(C)CC4)c-3n2)cc1,5.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e260>,27,3.992200000000003,385.8990000000002,30,66.07,2,5
COc1cccc(NC(=O)c2cnc(N3CCN(c4ccccc4OC)CC3)c([N+](=O)[O-])c2)c1,5.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e2d0>,34,3.5859000000000023,463.49400000000026,37,110.07000000000002,1,8
O=c1[nH]c(CSc2nnc(NCC3CCCO3)s2)nc2sc(-c3ccccc3)cc12,5.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e340>,30,4.386300000000003,457.6060000000001,34,92.79,2,9
COc1cccc(NC(=O)c2cnc(Nc3cccc(OC)c3)c([N+](=O)[O-])c2)c1,5.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e3b0>,29,4.002900000000002,394.38700000000017,31,115.62,2,7
CC(=O)Nc1ccc(-c2ccnc(NCCCNC(=O)c3c(Cl)cccc3Cl)n2)cc1,5.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e420>,31,4.640800000000003,458.3490000000001,33,96.01,3,5
c1ccc2c(c1)CCCC2Nc1ccnc(-n2cnc3ccncc32)n1,5.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e490>,26,3.700000000000001,342.4060000000001,30,68.52000000000001,1,5
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)CC2CC2)C1,5.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e500>,23,1.2060999999999995,335.4330000000002,26,90.97999999999999,2,5
O=C(O)Cc1cnc(Nc2[nH]nc3ccc(-c4ncccc4Cl)cc23)s1,5.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e570>,26,4.105500000000001,385.83600000000007,29,103.78999999999999,3,6
CC1CC(C)CN(c2ccc(Nc3ncc(C(F)(F)F)c(-c4cc5ccc(C#N)cc5o4)n3)cc2)C1,5.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e5e0>,36,7.006180000000006,491.5170000000003,40,77.98,1,6
O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2c(F)cccc21,5.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e650>,30,2.969500000000002,402.3890000000002,35,90.62000000000002,1,5
Nc1ncc(-c2cnn(CC(=O)N3CCOCC3)c2)c2scc(-c3ccc(Oc4ccccc4)cc3)c12,5.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e6c0>,37,5.060100000000005,511.60700000000014,42,95.5,1,7
Cc1ccccc1S(=O)(=O)Nc1cnc(N2CCCCC2)c(C(=O)O)c1,5.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e730>,26,2.8793200000000008,375.4500000000002,28,99.60000000000001,2,5
Fc1cccc(C2CCCN2c2ccc3ncc(-c4ccccn4)n3n2)c1,5.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e7a0>,27,4.271900000000003,359.408,31,46.32000000000001,0,4
O=c1cc(-c2nc(C3CCNCC3)[nH]c2-c2ccc(F)cc2)cc[nH]1,5.18,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e810>,25,3.038100000000001,338.386,28,73.57,3,3
O=C(Nc1nc2cccc(-c3ccc(CN4CCCCC4)cc3)n2n1)C1CC1,5.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e880>,28,3.7307000000000032,375.4760000000001,32,62.53,1,4
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc3)nc12,5.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e8f0>,41,7.281800000000007,567.6120000000003,45,80.99000000000001,1,6
CN1CCN(c2cncc(Nc3nc4c(NCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)n2)CC1,5.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e960>,37,2.0226,522.6390000000001,41,123.88999999999999,2,10
CS(=O)(=O)c1ccc(-c2cccn3nc(NCc4ccccn4)nc23)cc1,5.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e9d0>,27,2.806900000000001,379.4450000000001,30,89.25,1,6
CC(=O)Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)cc1,5.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ea40>,30,3.8213000000000026,407.4490000000001,33,79.38000000000001,2,6
O=C1NN(c2ccccc2)C(=O)C1=Cc1ccc(-c2ccccc2Cl)o1,5.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a320eab0>,26,4.061400000000003,364.788,29,62.550000000000004,1,3
Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,5.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a320eb20>,19,3.7262200000000014,254.33699999999993,22,46.5,1,2
CC(C)c1ccc(-c2nc3cc(C(N)=O)ccc3n2CCN)cc1,5.23,<rdkit.Chem.rdchem.Mol object at 0x7f59a320eb90>,24,2.8843000000000005,322.4120000000001,26,86.92999999999999,2,3
c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1,5.24,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ec00>,18,3.417800000000001,240.30999999999992,21,46.5,1,2
Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)c(Cl)c1,5.25,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ec70>,25,5.103800000000002,347.80500000000006,29,60.94,3,3
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)c2cccc(C(C)(C)O)c2)C1,5.25,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ece0>,29,2.0826,415.51900000000023,32,111.21,3,6
OC1CCN(c2cc(-c3cnc4ccc(N5CCCC5c5cccc(F)c5)nn34)ccn2)CC1,5.25,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ed50>,34,4.233000000000003,458.5410000000001,39,69.79,1,6
CN1CCN(Cc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)CC1,5.29,<rdkit.Chem.rdchem.Mol object at 0x7f59a320edc0>,29,2.4922000000000004,390.4910000000002,33,65.77,1,5
Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1Br,5.3,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ee30>,25,5.212900000000003,392.2560000000001,29,60.94,3,3
CN(C)c1cccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)c1,5.3,<rdkit.Chem.rdchem.Mol object at 0x7f59a320eea0>,26,2.6366000000000005,358.352,28,89.07000000000001,2,6
COc1ccc(-c2nc3[nH]cc(Br)c(NCC4CCN(C)CC4)c-3n2)cc1,5.32,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ef10>,27,4.101300000000003,430.35000000000025,30,66.07,2,5
NCCn1c(-c2ccc(C(F)(F)F)cc2)nc2cc(C(N)=O)ccc21,5.32,<rdkit.Chem.rdchem.Mol object at 0x7f59a320ef80>,25,2.7797,348.3280000000001,27,86.93,2,3
NCCn1c(-c2cccnc2N)nc2cc(C(N)=O)ccc21,5.33,<rdkit.Chem.rdchem.Mol object at 0x7f59a320eff0>,22,0.7381000000000004,296.334,24,125.84,3,5
N#Cc1ccc(-c2cnc3ccc(NCc4ccccc4)nn23)cc1,5.33,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f060>,25,3.880080000000001,325.375,28,66.01,1,4
CN(C(=O)NC1CCCN(S(C)(=O)=O)C1)c1cnc2[nH]ccc2n1,5.36,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f0d0>,24,0.5277000000000003,352.42,26,111.29,2,5
CCOP(=O)(CCn1cc(-c2ccc(-c3nc(-c4cc[nH]c(=O)c4)c(-c4ccc(F)cc4)[nH]3)cc2)nn1)OCC,5.38,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f140>,40,5.762700000000006,562.542,44,127.78000000000002,2,7
NCCn1c(C2CCCCC2)nc2cc(C(N)=O)ccc21,5.39,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f1b0>,21,2.1415999999999995,286.37899999999996,23,86.93,2,3
CNCCn1c(C2CCC(O)CC2)nc2cc(C(N)=O)ccc21,5.41,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f220>,23,1.3730999999999995,316.40500000000003,25,93.16999999999999,3,4
CC(C)N1CCC(S(=O)(=O)CC2CC(N(C)c3[nH]cnc4nccc3-4)C2)C1,5.42,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f290>,27,2.0218,391.5410000000001,30,82.19000000000001,1,6
O=C1NC(=O)C(c2cn(CCCn3ccnc3)c3ccccc23)=C1Nc1ccccc1,5.42,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f300>,31,3.407700000000001,411.4650000000001,35,80.95,2,4
O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1ncc(Cc2ccc(F)c(F)c2)s1,5.43,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f370>,30,3.8199000000000014,426.44800000000015,33,87.74,2,5
O=C(O)c1cc(-c2nc(-c3cc[nH]c(=O)c3)c(-c3ccc(F)cc3)[nH]2)ccc1O,5.43,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f3e0>,29,3.641900000000001,391.35800000000006,32,119.06999999999998,4,4
O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOCC1,5.47,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f450>,26,1.9491,354.3450000000002,30,90.62000000000002,1,5
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)N2CCC(C#N)C2)C1,5.47,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f4c0>,26,0.5565799999999999,375.45800000000025,29,118.00999999999999,2,6
O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOCC1,5.49,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f530>,25,1.81,336.3550000000002,29,90.62000000000002,1,5
NC(=O)c1ccc2c(c1)nc(C1CCC(O)CC1)n2CCO,5.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f5a0>,22,1.146,303.362,24,101.37000000000002,3,4
NCCn1c(C2CCNCC2)nc2cc(C(N)=O)ccc21,5.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f610>,21,0.5608999999999998,287.36699999999996,23,98.96000000000001,3,4
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,5.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f680>,21,1.8198,279.303,23,110.68,3,4
CNCCn1c(C2CCNCC2)nc2cc(C(N)=O)ccc21,5.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f6f0>,22,0.8215999999999994,301.394,24,84.97,3,4
Cc1ccc(OCC(C)C)c(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c1,5.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f760>,33,5.171320000000004,441.5790000000003,37,63.480000000000004,2,5
Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)N(C)C,5.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f7d0>,25,3.384520000000002,355.8290000000001,27,87.89999999999999,2,4
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc2ncnc-2c(Nc2ccc(C(=O)N3CCOCC3)cc2)[nH]1,5.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f840>,44,6.0457200000000055,589.7000000000002,49,125.13,3,7
COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCCNC4)c-3n2)cc1,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f8b0>,26,3.650000000000002,371.8720000000002,29,74.86,3,5
c1cc(-c2ccncc2)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nn2c1,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f920>,30,4.009500000000002,400.4860000000002,34,67.58000000000001,1,6
COc1ccccc1Nc1nc2c(-c3cccc(C(F)(F)F)c3)cccn2n1,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f990>,28,5.167300000000003,384.361,31,51.45,1,4
COc1cc(N2CCN(C)CC2)ccc1Nc1nc2c(NCc3cccnc3N(C)S(C)(=O)=O)cccn2n1,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fa00>,39,2.6362000000000005,551.6770000000002,43,120.23,2,10
Cc1nn(C)c(C)c1Nc1nc2c(-c3ccc(S(C)(=O)=O)cc3)cccn2n1,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fa70>,28,2.893740000000001,396.4760000000001,31,94.17999999999999,1,6
CS(=O)(=O)c1ccc(Oc2cccn3nc(Nc4cnn(CCN5CCCC5)c4)nc23)cc1,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fae0>,33,2.961000000000001,467.55500000000035,37,106.65,1,8
Oc1cccn2nc(Nc3ccc(C(F)(F)F)cc3)nc12,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fb50>,21,3.197300000000001,294.236,23,62.45,2,4
COc1ccc(C(F)(F)F)cc1Nc1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fbc0>,36,4.995700000000004,497.5250000000003,40,69.96000000000001,2,7
CC(C)COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fc30>,42,5.682300000000006,580.6550000000001,46,75.0,1,6
COc1ccc(CNc2cccn3nc(Nc4ccc(N5CCN(C)CC5)cc4)nc23)cc1,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fca0>,33,3.8454000000000033,443.5550000000003,37,69.96000000000001,2,7
COc1cccc(CNc2cccn3nc(Nc4cccc(N5CCN(C)CC5)c4)nc23)c1,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fd10>,33,3.8454000000000033,443.5550000000003,37,69.96000000000001,2,7
CN1CCN(c2ccc(Nc3nc4ccc(-c5ccc(S(C)(=O)=O)cc5)cn4n3)cc2)CC1,5.53,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fd80>,33,3.295200000000002,462.5790000000002,37,82.83999999999999,1,7
